Sentiment,Phrase
-1,has the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom .
-1,has the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom
-1,the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom
-1,the outdated swagger
-1,outdated swagger
-1,outdated
-1,of a shameless ` 70s blaxploitation shuck-and-jive sitcom
-1,a shameless ` 70s blaxploitation shuck-and-jive sitcom
-1,shameless ` 70s blaxploitation shuck-and-jive sitcom
-1,shameless
-1,blaxploitation shuck-and-jive sitcom
1,"If you 're looking for a smart , nuanced look at de Sade and what might have happened at Picpus , Sade is your film ."
1,"If you 're looking for a smart , nuanced look at de Sade and what might have happened at Picpus"
1,"you 're looking for a smart , nuanced look at de Sade and what might have happened at Picpus"
1,"looking for a smart , nuanced look at de Sade and what might have happened at Picpus"
1,"for a smart , nuanced look at de Sade and what might have happened at Picpus"
1,"a smart , nuanced look at de Sade and what might have happened at Picpus"
1,"a smart , nuanced look at de Sade and"
1,"a smart , nuanced look at de Sade"
1,"a smart , nuanced look"
1,"smart , nuanced look"
1,nuanced look
1,is your film .
-1,"To me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy ."
-1,", it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy ."
-1,"it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy ."
-1,"sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy ."
-1,"sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy"
-1,"like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy"
-1,"a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy"
-1,a cruel deception
-1,"carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy"
-1,"carried out by men of marginal intelligence ,"
-1,by men of marginal intelligence
-1,men of marginal intelligence
-1,marginal intelligence
-1,reactionary ideas about women and a total lack of empathy
-1,reactionary ideas about women
-1,a total lack of empathy
-1,a total lack
-1,of empathy
1,"Far more successful , if considerably less ambitious , than last year 's Kubrick-meets-Spielberg exercise ."
1,"Far more successful , if considerably less ambitious , than last year 's Kubrick-meets-Spielberg exercise"
1,"Far more successful , if considerably less ambitious ,"
1,Far more successful
1,more successful
-1,"if considerably less ambitious ,"
-1,if considerably less ambitious
-1,considerably less ambitious
-1,less ambitious
1,last year 's Kubrick-meets-Spielberg exercise
1,"There are plenty of scenes in Frida that do work , but rarely do they involve the title character herself ."
1,Elling builds gradually until you feel fully embraced by this gentle comedy .
1,builds gradually until you feel fully embraced by this gentle comedy .
1,builds gradually until you feel fully embraced by this gentle comedy
1,until you feel fully embraced by this gentle comedy
1,you feel fully embraced by this gentle comedy
1,feel fully embraced by this gentle comedy
1,feel fully
1,embraced by this gentle comedy
1,embraced
1,by this gentle comedy
1,this gentle comedy
1,gentle comedy
-1,bites hard .
1,"If the film has a problem , its shortness disappoints : You want the story to go on and on ."
1,"If the film has a problem , its shortness disappoints : You want the story to go on and on"
-1,"If the film has a problem , its shortness disappoints :"
-1,If the film has a problem
-1,the film has a problem
-1,", its shortness disappoints"
-1,its shortness disappoints
-1,disappoints
1,You want the story to go on and on
1,want the story to go on and on
1,Cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most .
1,Cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most
1,Cut through the layers of soap-opera emotion
-1,the layers of soap-opera emotion
-1,soap-opera emotion
-1,soap-opera
1,find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most
1,a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most
1,a scathing portrayal of a powerful entity strangling the life out
-1,scathing
1,a powerful entity
1,powerful entity
-1,strangling the life out
1,to believe in it the most
1,it the most
1,"is a harrowing movie about how parents know where all the buttons are , and how to push them"
1,"a harrowing movie about how parents know where all the buttons are , and how to push them"
1,a harrowing movie
-1,"know where all the buttons are , and how to push them"
1,the buttons
1,"understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking ."
1,in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking
1,a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking
1,that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking
-1,about the mechanisms of poverty
-1,of poverty
-1,poverty
1,to transcend the rather simplistic filmmaking
-1,the rather simplistic filmmaking
-1,rather simplistic
1,"It 's a smartly directed , grown-up film of ideas ."
1,"'s a smartly directed , grown-up film of ideas ."
1,"'s a smartly directed , grown-up film of ideas"
1,"a smartly directed , grown-up film of ideas"
1,"a smartly directed , grown-up film"
1,"smartly directed , grown-up film"
1,grown-up film
1,"... strips Bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults ."
1,"strips Bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults ."
1,"Bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults ."
1,"Bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults"
-1,Bible stores of the potential for sanctimoniousness
-1,of the potential for sanctimoniousness
1,meaningful for both kids and church-wary adults
-1,"Spider-Man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units ."
1,"growing strange hairs , getting a more mature body , and"
1,"growing strange hairs , getting a more mature body"
1,getting a more mature body
1,more mature
-1,hide new secretions from the parental units
-1,hide new secretions
1,parental units
1,while -LRB- Roman Coppola -RRB- scores points for style
1,scores points for style
1,points for style
-1,", he staggers in terms of story ."
-1,staggers in terms of story .
-1,staggers in terms of story
-1,staggers
1,is one of this year 's very best pictures .
1,is one of this year 's very best pictures
1,one of this year 's very best pictures
1,of this year 's very best pictures
1,this year 's very best pictures
1,very best pictures
1,very best
1,Too daft by half ... but supremely good natured .
1,daft by half ... but supremely good natured .
1,daft by half ... but supremely good natured
1,daft by half ... but
-1,daft by half ...
-1,daft
1,supremely good natured
1,supremely good
1,natured
1,"Mostly , -LRB- Goldbacher -RRB- just lets her complicated characters be unruly , confusing and , through it all , human ."
1,", -LRB- Goldbacher -RRB- just lets her complicated characters be unruly , confusing and , through it all , human ."
1,"lets her complicated characters be unruly , confusing and , through it all , human"
1,"her complicated characters be unruly , confusing and , through it all , human"
1,complicated characters
1,"and , through it all , human"
-1,"jumps around with little logic or continuity ,"
-1,jumps around with little logic or continuity
-1,jumps around
-1,with little logic or continuity
1,a satisfying complete picture
1,satisfying complete picture
1,satisfying complete
-1,about interfaith understanding
-1,stretched out to 90 minutes
1,Visually striking and viscerally repellent .
1,Visually striking and viscerally repellent
1,Visually striking and
1,Visually striking
-1,viscerally repellent
-1,"Too slow for a younger crowd , too shallow for an older one ."
-1,Too slow for a younger crowd
-1,slow for a younger crowd
-1,too shallow for an older one .
-1,too shallow for an older one
1,for an older one
-1,The fact that the ` best part ' of the movie comes from a 60-second homage to one of Demme 's good films does n't bode well for the rest of it .
-1,The fact that the ` best part ' of the movie comes from a 60-second homage to one of Demme 's good films
1,` best part ' of the movie
1,best part ' of the movie
1,best part '
1,a 60-second homage
1,to one of Demme 's good films
1,one of Demme 's good films
1,of Demme 's good films
1,good films
-1,does n't bode well for the rest of it
1,"errs on the shrill side , tempered by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons ."
1,"on the shrill side , tempered by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons"
-1,"the shrill side ,"
1,"tempered by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons"
1,"by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons"
1,"that speaks of beauty , grace and a closet full of skeletons"
1,"speaks of beauty , grace and a closet full of skeletons"
1,"of beauty , grace and a closet full of skeletons"
1,"beauty , grace and"
1,"beauty , grace"
1,"beauty ,"
-1,But even with the two-wrongs-make-a-right chemistry between Jolie and Burns
1,even with the two-wrongs-make-a-right chemistry between Jolie and Burns
1,with the two-wrongs-make-a-right chemistry between Jolie and Burns
1,the two-wrongs-make-a-right chemistry between Jolie and Burns
-1,... this otherwise appealing picture loses its soul to Screenwriting For Dummies conformity .
-1,this otherwise appealing picture loses its soul to Screenwriting For Dummies conformity .
1,otherwise appealing picture
1,otherwise appealing
-1,loses its soul to Screenwriting For Dummies conformity
1,its soul to Screenwriting
-1,Dummies conformity
-1,"is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow ."
-1,"is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow"
-1,"is extremely straight and mind-numbingly stilted ,"
-1,is extremely straight and mind-numbingly stilted
-1,mind-numbingly stilted
-1,mind-numbingly
-1,its episodic pacing keeping the film from developing any storytelling flow
1,episodic pacing
-1,from developing any storytelling flow
-1,any storytelling flow
-1,"A pale Xerox of other , better crime movies ."
-1,"pale Xerox of other , better crime movies ."
-1,"pale Xerox of other , better crime movies"
1,"Xerox of other , better crime movies"
-1,"other , better crime movies"
-1,It 's a visual Rorschach test and I must have failed .
-1,It 's a visual Rorschach test and I must have failed
-1,I must have failed
-1,must have failed
-1,have failed
1,Great dragons !
1,dragons !
1,A small movie with a big impact .
1,A small movie with a big impact
1,with a big impact
1,Daughter From Danang sticks with its subjects a little longer and tells a deeper story
1,sticks with its subjects a little longer and tells a deeper story
1,sticks with its subjects a little longer
1,with its subjects
1,tells a deeper story
1,a deeper story
-1,"Sodden and glum , even in those moments where it 's supposed to feel funny and light ."
-1,Sodden and glum
-1,Sodden
-1,glum
-1,even in those moments where it 's supposed to feel funny and light
-1,it 's supposed to feel funny and light
-1,supposed to feel funny and light
1,to feel funny and light
1,feel funny and light
1,funny and light
1,-- but certainly hard to hate .
1,but certainly hard to hate
1,certainly hard to hate
-1,to hate
1,"In the disturbingly involving family dysfunctional drama How I Killed My Father , French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition"
-1,disturbingly
-1,dysfunctional drama
-1,I Killed My Father
-1,Killed My Father
1,", French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition"
1,French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition
1,director Anne Fontaine
1,delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition
1,an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition
1,an inspired portrait of male-ridden angst and
1,an inspired portrait of male-ridden angst
1,an inspired portrait
1,inspired portrait
-1,of male-ridden angst
1,"The film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority ."
1,"feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority ."
1,"feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority"
1,"feels uncomfortably real ,"
1,feels uncomfortably real
1,uncomfortably real
1,language and locations
1,bearing the unmistakable stamp of authority
1,the unmistakable stamp of authority
1,"Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing ."
1,"Good performances and a realistic , non-exploitive approach"
1,Good performances and
1,Good performances
1,"a realistic , non-exploitive approach"
1,"realistic , non-exploitive approach"
1,", non-exploitive approach"
1,non-exploitive approach
1,make Paid in Full worth seeing .
1,make Paid in Full worth seeing
1,worth seeing
1,"An honest , sensitive story from a Vietnamese point of view ."
1,"An honest , sensitive story from a Vietnamese point of view"
1,"An honest , sensitive story from a Vietnamese point"
1,"An honest , sensitive story"
1,"honest , sensitive story"
1,sensitive story
1,Beautifully produced .
1,Those eternally devoted to the insanity of Black will have an intermittently good time .
-1,devoted to the insanity of Black
-1,the insanity
1,will have an intermittently good time .
1,will have an intermittently good time
1,have an intermittently good time
1,an intermittently good time
1,intermittently good time
1,intermittently good
1,A film with almost as many delights for adults as there are for children and dog lovers .
1,A film with almost as many
1,delights for adults as there are for children and dog lovers
1,delights for adults
1,there are for children and dog lovers
1,are for children and dog lovers
1,and dog lovers
1,"It 's rare to find a film to which the adjective ` gentle ' applies , but the word perfectly describes Pauline & Paulette ."
1,"It 's rare to find a film to which the adjective ` gentle ' applies , but the word perfectly describes Pauline & Paulette"
1,"It 's rare to find a film to which the adjective ` gentle ' applies , but"
1,"It 's rare to find a film to which the adjective ` gentle ' applies ,"
1,It 's rare to find a film to which the adjective ` gentle ' applies
1,'s rare to find a film to which the adjective ` gentle ' applies
1,rare to find a film to which the adjective ` gentle ' applies
1,to find a film to which the adjective ` gentle ' applies
1,a film to which the adjective ` gentle ' applies
1,the adjective ` gentle ' applies
1,the adjective ` gentle '
1,` gentle '
1,perfectly describes Pauline & Paulette
-1,Grainy photography
-1,mars an otherwise delightful comedy of errors
1,an otherwise delightful comedy of errors
1,an otherwise delightful comedy
1,otherwise delightful comedy
1,otherwise delightful
-1,errors
-1,Guilty of the worst sin of attributable to a movie like this : it 's not scary in the slightest .
-1,Guilty of the worst sin of attributable to a movie like this
-1,of the worst sin of attributable to a movie like this
-1,the worst sin of attributable to a movie like this
-1,the worst sin
-1,worst sin
-1,sin
1,attributable to a movie like this
-1,: it 's not scary in the slightest .
-1,it 's not scary in the slightest .
-1,it 's not scary in the slightest
-1,'s not scary in the slightest
-1,"One of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation ."
-1,"of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone"
-1,"where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone"
-1,"the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone"
-1,"inhabit that special annex of hell where adults behave like kids ,"
-1,inhabit that special annex of hell where adults behave like kids
-1,inhabit that special annex of hell
-1,that special annex of hell
-1,of hell
-1,adults behave like kids
-1,behave like kids
-1,children behave like adults and everyone
-1,screams at the top of their lungs no matter what the situation .
-1,screams at the top of their lungs no matter what the situation
1,the top of their lungs
-1,A sloppy slapstick throwback to long gone bottom-of-the-bill fare like The Ghost and Mr. Chicken .
-1,A sloppy slapstick
-1,sloppy slapstick
-1,throwback to long gone bottom-of-the-bill fare like The Ghost and Mr. Chicken .
-1,long gone bottom-of-the-bill fare like The Ghost and Mr. Chicken
-1,long gone bottom-of-the-bill fare
-1,bottom-of-the-bill fare
-1,bottom-of-the-bill
-1,"The script is a tired one , with few moments of joy rising above the stale material ."
-1,"is a tired one , with few moments of joy rising above the stale material ."
-1,"is a tired one ,"
-1,is a tired one
-1,a tired one
-1,tired one
-1,with few moments of joy rising above the stale material
-1,the stale material
-1,stale material
1,"-LRB- City -RRB- reminds us how realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year ."
1,"reminds us how realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year"
-1,"realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year"
1,realistically
-1,"nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year"
1,Robert De Niro performance
1,Niro performance
-1,"be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year"
-1,"when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year"
-1,"he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year"
-1,"is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year"
-1,"lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year"
1,lucratively
1,engaged
-1,"in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year"
-1,"the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year"
-1,the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and
-1,the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB-
-1,the shameless self-caricature
-1,shameless self-caricature
-1,self-caricature
-1,promised -LRB- or threatened -RRB- for later this year
1,would make an excellent companion piece to the similarly themed ` The French Lieutenant 's Woman . '
1,would make an excellent companion piece to the similarly themed ` The French Lieutenant 's Woman .
1,would make an excellent companion piece to the similarly themed ` The French Lieutenant 's Woman
1,make an excellent companion piece to the similarly themed ` The French Lieutenant 's Woman
1,make an excellent companion piece
1,an excellent companion piece
1,excellent companion piece
1,companion piece
1,similarly themed
1,The French Lieutenant 's Woman
1,Harmless fun .
1,"Infidelity drama is nicely shot , well-edited and features a standout performance by Diane Lane ."
-1,Infidelity
1,"is nicely shot , well-edited and features a standout performance by Diane Lane ."
1,"is nicely shot , well-edited and features a standout performance by Diane Lane"
1,"is nicely shot , well-edited and"
1,"is nicely shot , well-edited"
1,"is nicely shot ,"
1,is nicely shot
1,nicely shot
1,well-edited
1,features a standout performance by Diane Lane
1,features a standout performance
1,a standout performance
1,standout performance
1,standout
-1,The filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wo n't much care about .
-1,needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wo n't much care about
-1,needed more emphasis
1,the storytelling and
-1,on the glamorous machine that thrusts the audience into a future they wo n't much care about
-1,the glamorous machine that thrusts the audience into a future they wo n't much care about
1,glamorous machine
1,glamorous
-1,that thrusts the audience into a future they wo n't much care about
-1,thrusts the audience into a future they wo n't much care about
1,thrusts the audience
-1,into a future they wo n't much care about
-1,a future they wo n't much care about
-1,they wo n't much care about
-1,wo n't much care about
-1,"... a fascinating curiosity piece -- fascinating , that is , for about ten minutes ."
-1,"a fascinating curiosity piece -- fascinating , that is , for about ten minutes ."
-1,"a fascinating curiosity piece -- fascinating , that is , for about ten minutes"
1,"a fascinating curiosity piece -- fascinating , that is ,"
1,"a fascinating curiosity piece -- fascinating , that is"
1,"a fascinating curiosity piece -- fascinating ,"
1,a fascinating curiosity piece -- fascinating
1,a fascinating curiosity piece --
1,a fascinating curiosity piece
1,fascinating curiosity piece
1,about ten
1,"The strength of the film comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting ."
1,"comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting ."
1,"comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting"
1,"not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting"
1,"from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting"
1,cinematic razzle-dazzle
1,"from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting"
1,"its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting"
1,"of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting"
1,"an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting"
1,", in the simple telling , proves simultaneously harrowing and uplifting"
1,"in the simple telling , proves simultaneously harrowing and uplifting"
1,in the simple telling
1,", proves simultaneously harrowing and uplifting"
1,proves simultaneously harrowing and uplifting
1,simultaneously harrowing and uplifting
1,harrowing and uplifting
1,"Spielberg 's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later ."
1,Spielberg 's first real masterpiece
1,first real masterpiece
1,", it deserved all the hearts it won -- and wins still , 20 years later ."
1,"it deserved all the hearts it won -- and wins still , 20 years later ."
1,"deserved all the hearts it won -- and wins still , 20 years later"
1,"deserved all the hearts it won -- and wins still ,"
1,deserved all the hearts it won -- and wins still
1,all the hearts it won -- and wins still
1,it won -- and wins still
1,won -- and wins still
1,won -- and
1,won --
1,won
1,wins still
1,Bielinsky is a filmmaker of impressive talent .
1,is a filmmaker of impressive talent .
1,is a filmmaker of impressive talent
1,a filmmaker of impressive talent
1,of impressive talent
1,impressive talent
1,"Fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film ."
1,"Fathers and sons , and the uneasy bonds between them"
-1,uneasy bonds
1,rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film .
1,have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film .
1,have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film
1,received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film
1,received such a sophisticated and unsentimental treatment on the big screen
1,such a sophisticated and unsentimental treatment on the big screen
1,a sophisticated and unsentimental treatment
1,sophisticated and unsentimental treatment
-1,unsentimental
1,as they do in this marvelous film
1,they do in this marvelous film
1,do in this marvelous film
1,in this marvelous film
1,this marvelous film
1,marvelous film
1,Criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes My Big Fat Greek Wedding look like an apartheid drama .
-1,Criminal
1,move so easily across racial and cultural lines in the film
-1,that it makes My Big Fat Greek Wedding look like an apartheid drama
-1,it makes My Big Fat Greek Wedding look like an apartheid drama
-1,makes My Big Fat Greek Wedding look like an apartheid drama
-1,an apartheid drama
-1,"With more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man 's monster movie ."
-1,"With more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man 's monster movie"
-1,this might have been an eerie thriller
1,have been an eerie thriller
1,an eerie thriller
1,eerie thriller
-1,", it could have been a thinking man 's monster movie"
1,a thinking man 's monster movie
1,a thinking man 's
-1,"Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span ."
-1,"Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span"
-1,"too hard to be funny in a way that 's too loud , too goofy and too short of an attention span"
-1,"hard to be funny in a way that 's too loud , too goofy and too short of an attention span"
-1,"be funny in a way that 's too loud , too goofy and too short of an attention span"
-1,"funny in a way that 's too loud , too goofy and too short of an attention span"
-1,"in a way that 's too loud , too goofy and too short of an attention span"
-1,"a way that 's too loud , too goofy and too short of an attention span"
-1,"that 's too loud , too goofy and too short of an attention span"
-1,"'s too loud , too goofy and too short of an attention span"
-1,"too loud , too goofy and too short"
-1,"too loud , too goofy and"
-1,"too loud , too goofy"
-1,"too loud ,"
1,It 's the sweet Cinderella story that `` Pretty Woman '' wanted to be .
1,'s the sweet Cinderella story that `` Pretty Woman '' wanted to be .
1,'s the sweet Cinderella story that `` Pretty Woman '' wanted to be
1,'s the sweet Cinderella story
1,the sweet Cinderella story
1,sweet Cinderella story
1,Cinderella
1,that `` Pretty Woman '' wanted to be
1,`` Pretty Woman '' wanted to be
-1,Does n't deserve a passing grade -LRB- even on a curve -RRB- .
-1,Does n't deserve a passing grade -LRB- even on a curve -RRB-
-1,deserve a passing grade -LRB- even on a curve -RRB-
1,deserve a passing grade
1,grade
-1,First-timer John McKay is never able to pull it back on course .
-1,is never able to pull it back on course .
1,able to pull it back on course
-1,pull it back
1,A return to pure Disney magic and is enjoyable family fare .
1,A return to pure Disney
1,pure Disney
1,magic and is enjoyable family fare .
1,magic and is enjoyable family fare
1,is enjoyable family fare
1,enjoyable family fare
1,enjoyable family
-1,"This Sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama ."
-1,"is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama ."
-1,"is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama"
-1,"a perverse , dangerous libertine and agitator -- which would have made for better drama"
-1,"a perverse , dangerous libertine and agitator --"
-1,"a perverse , dangerous libertine and agitator"
-1,have made for better drama
1,better drama
1,"All in all , Reign of Fire will be a good -LRB- successful -RRB- rental . '"
1,will be a good -LRB- successful -RRB- rental .
1,will be a good -LRB- successful -RRB- rental
1,a good -LRB- successful -RRB- rental
1,good -LRB- successful -RRB- rental
1,good -LRB- successful -RRB-
1,-LRB- successful -RRB-
1,successful -RRB-
1,surveys the landscape and assesses the issues with a clear passion for sociology .
1,assesses the issues with a clear passion for sociology
-1,assesses
1,with a clear passion for sociology
1,clear passion
1,"With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare ."
1,With the same sort of good-natured fun found in films like Tremors
1,the same sort of good-natured fun found in films like Tremors
1,of good-natured fun found in films like Tremors
1,good-natured fun found in films like Tremors
1,good-natured fun
1,", Eight Legged Freaks is prime escapist fare ."
1,is prime escapist fare .
1,is prime escapist fare
1,prime
1,"An ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen ."
1,"An ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic"
1,ambitiously naturalistic
-1,", albeit half-baked ,"
-1,"an abused , inner-city autistic"
-1,abused
-1,", inner-city autistic"
-1,autistic
-1,It 's just a movie that happens to have Jackie Chan in it .
-1,'s just a movie that happens to have Jackie Chan in it .
-1,"You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California ."
-1,"do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California"
-1,"to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California"
-1,"your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California"
-1,"'s to realize that as far as these shootings are concerned , something is rotten in the state of California"
-1,"to realize that as far as these shootings are concerned , something is rotten in the state of California"
-1,"that as far as these shootings are concerned , something is rotten in the state of California"
-1,"as far as these shootings are concerned , something is rotten in the state of California"
-1,", something is rotten in the state of California"
-1,something is rotten in the state of California
-1,is rotten in the state of California
-1,rotten in the state of California
-1,rotten
1,of California
1,"The movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end ."
1,"should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end ."
1,"should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end"
1,"jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end"
1,"jolt you out of your seat a couple of times , give you a few laughs , and"
1,"jolt you out of your seat a couple of times , give you a few laughs ,"
1,"jolt you out of your seat a couple of times , give you a few laughs"
1,"jolt you out of your seat a couple of times ,"
1,jolt you out
1,jolt you
1,your seat a couple of times
1,give you a few laughs
1,give you
1,a few laughs
-1,"feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end"
1,"like it was worth your seven bucks ,"
1,like it was worth your seven bucks
1,it was worth your seven bucks
1,was worth your seven bucks
1,worth your seven bucks
-1,it does turn out to be a bit of a cheat in the end
-1,does turn out to be a bit of a cheat in the end
-1,turn out to be a bit of a cheat in the end
-1,to be a bit of a cheat in the end
-1,be a bit of a cheat in the end
-1,a bit of a cheat in the end
-1,a cheat in the end
-1,cheat
-1,"You can fire a torpedo through some of Clancy 's holes , and the scripters do n't deserve any Oscars ."
